,Unnamed: 0,Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume,Stock
1882,375,2016-07-05,144.88,146.83,142.7228,145.44,79547.0,0.0,1.0,143.68033386626,145.61418706228,141.54099637167,144.23569683538,79547.0,COKE
374,374,2016-07-05,95.39,95.4,94.46,94.99,27705210.0,0.0,1.0,93.223463010981,93.233235886861,92.314585554223,92.832547975816,27705210.0,AAPL
3255,375,2016-07-05,705.01,708.12,699.13,704.89,1422028.0,0.0,1.0,705.01,708.12,699.13,704.89,1422028.0,GOOGL
1128,375,2016-07-05,209.73,214.5441,208.0,213.98,5175345.0,0.0,1.0,209.73,214.5441,208.0,213.98,5175345.0,TSLA
2501,240,2016-07-05,37.68,37.77,37.17,37.5,8746735.0,0.0,1.0,37.68,37.77,37.17,37.5,8746735.0,YHOO
3254,374,2016-07-06,699.84,713.0,699.0,708.97,1445126.0,0.0,1.0,699.84,713.0,699.0,708.97,1445126.0,GOOGL
2500,239,2016-07-06,37.43,37.56,37.13,37.51,8328101.0,0.0,1.0,37.43,37.56,37.13,37.51,8328101.0,YHOO
1881,374,2016-07-06,145.44,145.91,138.809,144.76,100811.0,0.0,1.0,144.23569683538,144.7018050416,137.65960424933002,143.56132751574,100811.0,COKE
373,373,2016-07-06,94.6,95.66,94.37,95.53,30949090.0,0.0,1.0,92.45140581653,93.487330659718,92.226629671311,93.360283273289,30949090.0,AAPL
1127,374,2016-07-06,210.0,215.23,209.0,214.44,4919855.0,0.0,1.0,210.0,215.23,209.0,214.44,4919855.0,TSLA
1126,373,2016-07-07,213.1,218.12,213.01,215.94,3612022.0,0.0,1.0,213.1,218.12,213.01,215.94,3612022.0,TSLA
1880,373,2016-07-07,144.47,145.4312,143.3,144.29,41919.0,0.0,1.0,143.27372883531,144.22696970301,142.11341691769,143.09521930952,41919.0,COKE
2499,238,2016-07-07,37.57,37.76,37.29,37.52,9031440.0,0.0,1.0,37.57,37.76,37.29,37.52,9031440.0,YHOO
372,372,2016-07-07,95.7,96.5,95.62,95.94,25139558.0,0.0,1.0,93.526422163234,94.308252233564,93.448239156201,93.760971184333,25139558.0,AAPL
3253,373,2016-07-07,710.11,710.17,700.67,707.26,1058698.0,0.0,1.0,710.11,710.17,700.67,707.26,1058698.0,GOOGL
1125,372,2016-07-08,217.8,219.81,214.5,216.78,4074785.0,0.0,1.0,217.8,219.81,214.5,216.78,4074785.0,TSLA
3252,372,2016-07-08,710.56,717.9,708.11,717.78,1497323.0,0.0,1.0,710.56,717.9,708.11,717.78,1497323.0,GOOGL
371,371,2016-07-08,96.49,96.89,96.05,96.68,28912103.0,0.0,1.0,94.298479357685,94.68939439285,93.868472819004,94.484163999389,28912103.0,AAPL
1879,372,2016-07-08,144.45,147.12,144.3101,145.31,68626.0,0.0,1.0,143.25389444355,145.90178574272,143.11515287323,144.10677328898,68626.0,COKE
2498,237,2016-07-08,37.53,37.84,37.06,37.74,8786614.0,0.0,1.0,37.53,37.84,37.06,37.74,8786614.0,YHOO
2497,236,2016-07-11,37.44,38.15,37.37,37.96,20342573.0,0.0,1.0,37.44,38.15,37.37,37.96,20342573.0,YHOO
370,370,2016-07-11,96.75,97.65,96.73,96.98,23794945.0,0.0,1.0,94.552574130543,95.432132959664,94.533028378784,94.777350275762,23794945.0,AAPL
1124,371,2016-07-11,219.96,226.78,219.51,224.78,5429823.0,0.0,1.0,219.96,226.78,219.51,224.78,5429823.0,TSLA
3251,371,2016-07-11,719.42,728.9289,718.865,727.2,1441113.0,0.0,1.0,719.42,728.9289,718.865,727.2,1441113.0,GOOGL
1878,371,2016-07-11,144.65,147.6499,144.62,145.93,54290.0,0.0,1.0,143.45223836109,146.42729795224,143.42248677346,144.72163943335,54290.0,COKE
1877,370,2016-07-12,145.93,148.12,144.1033,146.45,96889.0,0.0,1.0,144.72163943335,146.89350533042,142.9100652625,145.23733361896,96889.0,COKE
1123,370,2016-07-12,224.1,227.5,223.22,224.65,4576165.0,0.0,1.0,224.1,227.5,223.22,224.65,4576165.0,TSLA
2496,235,2016-07-12,38.0,38.33,37.87,37.89,15224047.0,0.0,1.0,38.0,38.33,37.87,37.89,15224047.0,YHOO
3250,370,2016-07-12,731.92,735.6,727.5,732.51,1328680.0,0.0,1.0,731.92,735.6,727.5,732.51,1328680.0,GOOGL
369,369,2016-07-12,97.17,97.7,97.12,97.42,24167463.0,0.0,1.0,94.963034917466,95.480997339059,94.91417053807,95.207356814444,24167463.0,AAPL
1122,369,2016-07-13,225.5,225.59,220.29,222.53,3567062.0,0.0,1.0,225.5,225.59,220.29,222.53,3567062.0,TSLA
368,368,2016-07-13,97.41,97.67,96.84,96.87,25892171.0,0.0,1.0,95.197583938565,95.451678711422,94.640530013455,94.669848641092,25892171.0,AAPL
3249,369,2016-07-13,735.52,735.52,729.02,729.48,1021827.0,0.0,1.0,735.52,735.52,729.02,729.48,1021827.0,GOOGL
1876,369,2016-07-13,145.84,148.2938,144.8,146.9,73004.0,0.0,1.0,144.63238467046003,147.06586619476002,143.60099629925,145.68360743341998,73004.0,COKE
2495,234,2016-07-13,37.99,38.009,37.46,37.64,9566060.0,0.0,1.0,37.99,38.009,37.46,37.64,9566060.0,YHOO
367,367,2016-07-14,97.39,98.99,97.32,98.79,38918997.0,0.0,1.0,95.178038186807,96.741698327467,95.109628055653,96.546240809884,38918997.0,AAPL
3248,368,2016-07-14,733.94,736.14,730.59,735.8,1070351.0,0.0,1.0,733.94,736.14,730.59,735.8,1070351.0,GOOGL
1121,368,2016-07-14,223.12,224.94,221.05,221.53,2675834.0,0.0,1.0,223.12,224.94,221.05,221.53,2675834.0,TSLA
1875,368,2016-07-14,147.42,148.75,145.16,146.38,136574.0,0.0,1.0,146.19930161903,147.51828867067,143.95801535081998,145.16791324782,136574.0,COKE
2494,233,2016-07-14,37.85,38.35,37.85,37.96,10713015.0,0.0,1.0,37.85,38.35,37.85,37.96,10713015.0,YHOO
1874,367,2016-07-15,146.38,147.27,142.825,144.11,162359.0,0.0,1.0,145.16791324782,146.05054368087,141.64235011353998,142.91670978373,162359.0,COKE
3247,367,2016-07-15,741.0,741.0,734.64,735.63,1617087.0,0.0,1.0,741.0,741.0,734.64,735.63,1617087.0,GOOGL
366,366,2016-07-15,98.92,99.3,98.5,98.78,30136990.0,0.0,1.0,96.673288196313,97.04465747972,96.26282740939,96.536467934005,30136990.0,AAPL
2493,232,2016-07-15,38.16,38.185,37.68,37.72,13513375.0,0.0,1.0,38.16,38.185,37.68,37.72,13513375.0,YHOO
1120,367,2016-07-15,222.52,222.7499,219.64,220.4,2234247.0,0.0,1.0,222.52,222.7499,219.64,220.4,2234247.0,TSLA
2492,231,2016-07-18,37.68,37.97,37.5,37.95,16046777.0,0.0,1.0,37.68,37.97,37.5,37.95,16046777.0,YHOO
3246,366,2016-07-18,737.91,755.1369,736.51,753.2,1934900.0,0.0,1.0,737.91,755.1369,736.51,753.2,1934900.0,GOOGL
1119,366,2016-07-18,219.64,227.09,218.3,226.25,3412055.0,0.0,1.0,219.64,227.09,218.3,226.25,3412055.0,TSLA
1873,366,2016-07-18,144.09,144.99,141.53,144.69,128518.0,0.0,1.0,142.89687539198,143.78942302091002,140.35807324746,143.4919071446,128518.0,COKE
365,365,2016-07-18,98.7,100.13,98.6,99.83,36493867.0,0.0,1.0,96.458284926972,97.855806177687,96.360556168181,97.562619901313,36493867.0,AAPL
1118,365,2016-07-19,225.0,229.1,224.75,225.26,3115065.0,0.0,1.0,225.0,229.1,224.75,225.26,3115065.0,TSLA
1872,365,2016-07-19,143.86,147.91,143.54,146.37,92293.0,0.0,1.0,142.66877988681003,146.68524421700002,142.35142961874,145.15799605194,92293.0,COKE
2491,230,2016-07-19,37.77,38.49,37.65,38.17,10393957.0,0.0,1.0,37.77,38.49,37.65,38.17,10393957.0,YHOO
3245,365,2016-07-19,749.87,756.59,748.4889999999999,753.41,1521795.0,0.0,1.0,749.87,756.59,748.4889999999999,753.41,1521795.0,GOOGL
364,364,2016-07-19,99.56,100.0,99.34,99.87,23779924.0,0.0,1.0,97.298752252577,97.728758791258,97.083748983236,97.60171140483,23779924.0,AAPL
3244,364,2016-07-20,754.05,760.64,754.05,757.08,1125117.0,0.0,1.0,754.05,760.64,754.05,757.08,1125117.0,GOOGL
1871,364,2016-07-20,146.58,152.26,145.1,148.61,156992.0,0.0,1.0,145.36625716536005,150.9992244235,143.89851217556003,147.37944792839,156992.0,COKE
2490,229,2016-07-20,38.36,38.93,38.26,38.9,8177973.0,0.0,1.0,38.36,38.93,38.26,38.9,8177973.0,YHOO
363,363,2016-07-20,100.0,100.46,99.735,99.96,26275968.0,0.0,1.0,97.728758791258,98.178311081698,97.469777580462,97.689667287742,26275968.0,AAPL
1117,364,2016-07-20,226.47,229.8,225.0,228.36,2568498.0,0.0,1.0,226.47,229.8,225.0,228.36,2568498.0,TSLA
2489,228,2016-07-21,39.01,39.25,38.72,38.85,7671760.0,0.0,1.0,39.01,39.25,38.72,38.85,7671760.0,YHOO
362,362,2016-07-21,99.83,101.0,99.13,99.43,32702028.0,0.0,1.0,97.562619901313,98.706046379171,96.878518589774,97.171704866148,32702028.0,AAPL
3243,363,2016-07-21,757.0,758.15,751.52,754.41,953053.0,0.0,1.0,757.0,758.15,751.52,754.41,953053.0,GOOGL
1870,363,2016-07-21,147.87,148.65,145.5,147.06,71227.0,0.0,1.0,146.64557543349,147.41911671190002,144.29520001064,145.84228256745,71227.0,COKE
1116,363,2016-07-21,226.0,227.847,219.1,220.5,4428651.0,0.0,1.0,226.0,227.847,219.1,220.5,4428651.0,TSLA
3242,362,2016-07-22,757.32,759.45,752.655,759.28,1046024.0,0.0,1.0,757.32,759.45,752.655,759.28,1046024.0,GOOGL
1869,362,2016-07-22,146.99,151.2799,146.94,149.3,57920.0,0.0,1.0,145.77286219632,150.0272400556,145.72327621693,148.06373444391,57920.0,COKE
2488,227,2016-07-22,38.9,39.42,38.78,39.38,11325660.0,0.0,1.0,38.9,39.42,38.78,39.38,11325660.0,YHOO
1115,362,2016-07-22,221.99,224.5,218.88,222.27,2579692.0,0.0,1.0,221.99,224.5,218.88,222.27,2579692.0,TSLA
361,361,2016-07-22,99.26,99.3,98.31,98.66,28313669.0,0.0,1.0,97.005565976203,97.04465747972,96.077142767686,96.419193423456,28313669.0,AAPL
360,360,2016-07-25,98.25,98.84,96.92,97.34,40382921.0,0.0,1.0,96.018505512411,96.59510518928002,94.718713020488,95.129173807411,40382921.0,AAPL
2487,226,2016-07-25,39.2,39.21,38.22,38.32,41814378.0,0.0,1.0,39.2,39.21,38.22,38.32,41814378.0,YHOO
3241,361,2016-07-25,757.68,759.8249,754.07,757.52,1073310.0,0.0,1.0,757.68,759.8249,754.07,757.52,1073310.0,GOOGL
1114,361,2016-07-25,222.27,231.39,221.3715,230.01,4490683.0,0.0,1.0,222.27,231.39,221.3715,230.01,4490683.0,TSLA
1868,361,2016-07-25,150.11,151.579,147.3849,148.43,37293.0,0.0,1.0,148.86702730995,150.32386338428,146.1644922615,147.20093840261,37293.0,COKE
3240,360,2016-07-26,757.52,759.26,752.7503,757.65,1189573.0,0.0,1.0,757.52,759.26,752.7503,757.65,1189573.0,GOOGL
1113,360,2016-07-26,227.69,230.0,225.3,229.51,3430042.0,0.0,1.0,227.69,230.0,225.3,229.51,3430042.0,TSLA
359,359,2016-07-26,96.82,97.97,96.42,96.67,56239822.0,0.0,1.0,94.620984261696,95.744864987796,94.230069226531,94.47439112351,56239822.0,AAPL
2486,225,2016-07-26,38.07,38.83,37.9,38.76,15978647.0,0.0,1.0,38.07,38.83,37.9,38.76,15978647.0,YHOO
1867,360,2016-07-26,148.67,149.2337,147.03,147.62,57766.0,0.0,1.0,147.43895110365,147.99798343523997,145.81253097982,146.39764553657,57766.0,COKE
1112,359,2016-07-27,229.34,233.36,226.92,228.49,2889007.0,0.0,1.0,229.34,233.36,226.92,228.49,2889007.0,TSLA
1866,359,2016-07-27,147.0,147.58,140.1,141.73,181083.0,0.25,1.0,146.03992815991,146.61614012135,139.18499275648,140.80434706193,181083.0,COKE
3239,359,2016-07-27,758.97,764.45,755.93,761.97,1608589.0,0.0,1.0,758.97,764.45,755.93,761.97,1608589.0,GOOGL
2485,224,2016-07-27,38.66,38.77,38.43,38.66,12148433.0,0.0,1.0,38.66,38.77,38.43,38.66,12148433.0,YHOO
358,358,2016-07-27,104.265,104.35,102.75,102.95,92344820.0,0.0,1.0,101.89689035371,101.97995979868,100.41629965802,100.6117571756,92344820.0,AAPL
1865,358,2016-07-28,141.73,144.2,141.32,143.94,88648.0,0.0,1.0,140.80434706193,143.25821524257,140.39702481332,142.99991332882,88648.0,COKE
3238,358,2016-07-28,768.84,768.97,759.09,765.84,3673221.0,0.0,1.0,768.84,768.97,759.09,765.84,3673221.0,GOOGL
2484,223,2016-07-28,38.58,38.64,38.23,38.52,7424404.0,0.0,1.0,38.58,38.64,38.23,38.52,7424404.0,YHOO
357,357,2016-07-28,102.83,104.45,102.82,104.34,39869839.0,0.0,1.0,100.49448266505,102.07768855747,100.48470978917,101.9701869228,39869839.0,AAPL
1111,358,2016-07-28,227.95,230.76,226.6,230.61,2419059.0,0.0,1.0,227.95,230.76,226.6,230.61,2419059.0,TSLA
356,356,2016-07-29,104.19,104.55,103.68,104.21,27733688.0,0.0,1.0,101.82359378461,102.17541731626,101.32517711478,101.84313953637,27733688.0,AAPL
1110,357,2016-07-29,230.7,235.28,230.24,234.79,3070813.0,0.0,1.0,230.7,235.28,230.24,234.79,3070813.0,TSLA
3237,357,2016-07-29,797.71,803.94,790.0,791.34,5090527.0,0.0,1.0,797.71,803.94,790.0,791.34,5090527.0,GOOGL
2483,222,2016-07-29,38.47,38.52,38.075,38.19,13199145.0,0.0,1.0,38.47,38.52,38.075,38.19,13199145.0,YHOO
1864,357,2016-07-29,144.35,145.82,140.1,142.41,205977.0,0.0,1.0,143.40723557743,144.86763485903,139.18499275648,141.47990591328002,205977.0,COKE
2482,221,2016-08-01,38.18,38.89,38.1,38.8,9605006.0,0.0,1.0,38.18,38.89,38.1,38.8,9605006.0,YHOO
355,355,2016-08-01,104.41,106.15,104.41,106.05,38167871.0,0.0,1.0,102.03859705395,103.73907745692,102.03859705395,103.64134869813,38167871.0,AAPL
1109,356,2016-08-01,235.5,236.63,229.38,230.01,4016284.0,0.0,1.0,235.5,236.63,229.38,230.01,4016284.0,TSLA
1863,356,2016-08-01,141.82,145.23,140.73,144.51,85272.0,0.0,1.0,140.89375926283998,144.28148820859,139.81087816288,143.56619060128,85272.0,COKE
3236,356,2016-08-01,786.67,807.49,785.04,800.94,3029658.0,0.0,1.0,786.67,807.49,785.04,800.94,3029658.0,GOOGL
3235,355,2016-08-02,797.33,802.32,794.53,800.12,1996354.0,0.0,1.0,797.33,802.32,794.53,800.12,1996354.0,GOOGL
1862,355,2016-08-02,145.11,146.22899999999998,142.07,142.6,109034.0,0.0,1.0,144.16227194071,145.27396363874,141.1421264876,141.6686650041,109034.0,COKE
354,354,2016-08-02,106.05,106.07,104.0,104.48,33816556.0,0.0,1.0,103.64134869813,103.66089444989,101.63790914291,102.10700718511,33816556.0,AAPL
2481,220,2016-08-02,38.6,38.67,38.26,38.57,7504721.0,0.0,1.0,38.6,38.67,38.26,38.57,7504721.0,YHOO
1108,355,2016-08-02,229.37,229.87,221.4,227.2,3934432.0,0.0,1.0,229.37,229.87,221.4,227.2,3934432.0,TSLA
1861,354,2016-08-03,142.5,143.93,140.46,142.42,56930.0,0.0,1.0,141.56931811419,142.98997863983,139.54264156014,141.48984060227,56930.0,COKE
3234,354,2016-08-03,796.47,799.54,793.02,798.92,1461025.0,0.0,1.0,796.47,799.54,793.02,798.92,1461025.0,GOOGL
353,353,2016-08-03,104.81,105.84,104.77,105.79,30202641.0,0.0,1.0,102.42951208911998,103.43611830467,102.3904205856,103.38725392527,30202641.0,AAPL
2480,219,2016-08-03,38.43,38.55,38.28,38.39,5890051.0,0.0,1.0,38.43,38.55,38.28,38.39,5890051.0,YHOO
1107,354,2016-08-03,227.37,229.699,224.21,225.79,3887759.0,0.0,1.0,227.37,229.699,224.21,225.79,3887759.0,TSLA
1860,353,2016-08-04,143.23,144.0,141.298,142.27,36046.0,0.0,1.0,142.2945504105,143.05952146276002,140.37516849754,141.34082026741,36046.0,COKE
3233,353,2016-08-04,798.24,800.2,793.92,797.25,1076031.0,0.0,1.0,798.24,800.2,793.92,797.25,1076031.0,GOOGL
352,352,2016-08-04,105.58,106.0,105.28,105.87,27408650.0,0.57,1.0,103.73755157009,104.15022226208,103.44278679011,104.02249085741998,27408650.0,AAPL
2479,218,2016-08-04,38.47,39.03,38.43,38.92,11000843.0,0.0,1.0,38.47,39.03,38.43,38.92,11000843.0,YHOO
1106,353,2016-08-04,225.69,230.86,222.05,230.61,4146997.0,0.0,1.0,225.69,230.86,222.05,230.61,4146997.0,TSLA
2478,217,2016-08-05,39.0,39.15,38.9,38.99,9127094.0,0.0,1.0,39.0,39.15,38.9,38.99,9127094.0,YHOO
3232,352,2016-08-05,800.11,807.22,797.81,806.93,1807271.0,0.0,1.0,800.11,807.22,797.81,806.93,1807271.0,GOOGL
351,351,2016-08-05,106.27,107.65,106.18,107.48,40553402.0,0.0,1.0,104.41551056406,105.77142855201,104.32708113007,105.60439517668,40553402.0,AAPL
1859,352,2016-08-05,142.94,144.045,141.9,142.35,44028.0,0.0,1.0,142.00644442978,143.10422756321998,140.97323677477,141.42029777934,44028.0,COKE
1105,352,2016-08-05,230.0,232.0,227.4,230.03,3205215.0,0.0,1.0,230.0,232.0,227.4,230.03,3205215.0,TSLA
350,350,2016-08-08,107.52,108.37,107.16,108.37,28037220.0,0.0,1.0,105.64369714734,106.47886402397,105.28997941136,106.47886402397,28037220.0,AAPL
3231,351,2016-08-08,806.0,807.6,801.69,805.23,1221609.0,0.0,1.0,806.0,807.6,801.69,805.23,1221609.0,GOOGL
1104,351,2016-08-08,228.0,229.6,226.09,226.16,2263584.0,0.0,1.0,228.0,229.6,226.09,226.16,2263584.0,TSLA
1858,351,2016-08-08,142.22,142.445,140.51,141.56,29229.0,0.0,1.0,141.29114682246,141.51467732475,139.59231500509,140.63545734909,29229.0,COKE
2477,216,2016-08-08,39.0,39.27,38.86,39.24,10131279.0,0.0,1.0,39.0,39.27,38.86,39.24,10131279.0,YHOO
2476,215,2016-08-09,39.24,39.31,39.1,39.24,5971530.0,0.0,1.0,39.24,39.31,39.1,39.24,5971530.0,YHOO
1103,350,2016-08-09,226.82,231.5375,226.65,229.08,2207833.0,0.0,1.0,226.82,231.5375,226.65,229.08,2207833.0,TSLA
3230,350,2016-08-09,804.49,813.33,804.06,807.48,1607685.0,0.0,1.0,804.49,813.33,804.06,807.48,1607685.0,GOOGL
349,349,2016-08-09,108.23,108.94,108.01,108.81,26315204.0,0.0,1.0,106.34130712665,107.03891710595,106.12514628799,106.91118570129,26315204.0,AAPL
1857,350,2016-08-09,141.82,143.37,141.07,141.53,48013.0,0.0,1.0,140.89375926283998,142.43363605637,140.14865758856,140.60565328212,48013.0,COKE
2475,214,2016-08-10,39.34,39.98,39.3,39.93,12981568.0,0.0,1.0,39.34,39.98,39.3,39.93,12981568.0,YHOO
348,348,2016-08-10,108.71,108.9,107.76,108.0,24008505.0,0.0,1.0,106.81293077463002,106.99961513528,105.87950897133,106.11532079532,24008505.0,AAPL
3229,349,2016-08-10,807.05,810.8789999999999,806.49,808.49,918514.0,0.0,1.0,807.05,810.8789999999999,806.49,808.49,918514.0,GOOGL
1856,349,2016-08-10,142.21,160.8,141.56,153.5,206186.0,0.0,1.0,141.28121213347,159.74979896675,140.63545734909,152.49747600371,206186.0,COKE
1102,349,2016-08-10,228.24,229.87,224.62,225.65,2338301.0,0.0,1.0,228.24,229.87,224.62,225.65,2338301.0,TSLA
2474,213,2016-08-11,41.12,41.73,40.93,41.27,23938864.0,0.0,1.0,41.12,41.73,40.93,41.27,23938864.0,YHOO
3228,348,2016-08-11,810.47,813.8789999999999,806.0,808.2,1282274.0,0.0,1.0,810.47,813.8789999999999,806.0,808.2,1282274.0,GOOGL
347,347,2016-08-11,108.52,108.93,107.85,107.93,27484506.0,0.0,1.0,106.62624641397,107.02909161328002,105.96793840533,106.04654234666,27484506.0,AAPL
1101,348,2016-08-11,226.17,227.57,223.41,224.91,1880936.0,0.0,1.0,226.17,227.57,223.41,224.91,1880936.0,TSLA
1855,348,2016-08-11,153.11,154.2,151.68,152.25,108528.0,0.0,1.0,152.11002313308,153.19290423304,150.68936260745002,151.2556398799,108528.0,COKE
1100,347,2016-08-12,225.41,226.65,224.04,225.61,1813540.0,0.0,1.0,225.41,226.65,224.04,225.61,1813540.0,TSLA
2473,212,2016-08-12,41.28,42.98,41.28,42.94,25182851.0,0.0,1.0,41.28,42.98,41.28,42.94,25182851.0,YHOO
1854,347,2016-08-12,151.8,158.46,151.8,156.5,84629.0,0.0,1.0,150.80857887533,157.42508174298,150.80857887533,155.47788270085,84629.0,COKE
3227,347,2016-08-12,805.09,807.19,803.64,807.05,897283.0,0.0,1.0,805.09,807.19,803.64,807.05,897283.0,GOOGL
346,346,2016-08-12,107.78,108.44,107.78,108.18,18660434.0,0.0,1.0,105.89915995667,106.54764247264,105.89915995667,106.29217966331998,18660434.0,AAPL
345,345,2016-08-15,108.14,109.54,108.08,109.48,25868209.0,0.0,1.0,106.25287769265,107.62844666592,106.19392473665,107.56949370993,25868209.0,AAPL
1099,346,2016-08-15,226.02,229.5,224.93,225.59,2034328.0,0.0,1.0,226.02,229.5,224.93,225.59,2034328.0,TSLA
1853,346,2016-08-15,158.13,161.44,156.65,158.0,68320.0,0.0,1.0,157.0972370063,160.38561906214,155.62690303571,156.96808604941998,68320.0,COKE
3226,346,2016-08-15,807.21,811.36,804.03,805.96,930074.0,0.0,1.0,807.21,811.36,804.03,805.96,930074.0,GOOGL
2472,211,2016-08-15,43.18,43.29,42.43,42.67,14441784.0,0.0,1.0,43.18,43.29,42.43,42.67,14441784.0,YHOO
344,344,2016-08-16,109.63,110.23,109.21,109.38,33794448.0,0.0,1.0,107.71687609992,108.30640565989,107.30420540794,107.47123878326,33794448.0,AAPL
2471,210,2016-08-16,42.3,42.79,41.95,42.49,13793794.0,0.0,1.0,42.3,42.79,41.95,42.49,13793794.0,YHOO
1098,345,2016-08-16,225.49,227.19,223.4101,223.61,2267147.0,0.0,1.0,225.49,227.19,223.4101,223.61,2267147.0,TSLA
1852,345,2016-08-16,157.11,158.22,153.62,153.96,54550.0,0.0,1.0,156.08389872927,157.18664920721,152.6166922716,152.95447169726998,54550.0,COKE
3225,345,2016-08-16,803.5,804.26,797.0,801.19,1057897.0,0.0,1.0,803.5,804.26,797.0,801.19,1057897.0,GOOGL
1097,344,2016-08-17,224.33,224.83,222.8,223.24,1787127.0,0.0,1.0,224.33,224.83,222.8,223.24,1787127.0,TSLA
343,343,2016-08-17,109.1,109.37,108.34,109.22,25355976.0,0.0,1.0,107.19612498861,107.4614132906,106.44938754598,107.3140309006,25355976.0,AAPL
2470,209,2016-08-17,42.39,42.75,42.39,42.7,8571927.0,0.0,1.0,42.39,42.75,42.39,42.7,8571927.0,YHOO
3224,344,2016-08-17,800.0,805.63,796.3,805.42,1066070.0,0.0,1.0,800.0,805.63,796.3,805.42,1066070.0,GOOGL
1851,344,2016-08-17,152.77,152.909,150.01,151.7,61799.0,0.0,1.0,151.77224370741,151.91033588437,149.03026954604,150.70923198543002,61799.0,COKE
342,342,2016-08-18,109.23,109.6,109.02,109.08,21984703.0,0.0,1.0,107.32385639327,107.68739962192,107.11752104728,107.17647400328,21984703.0,AAPL
1096,343,2016-08-18,223.82,225.66,222.29,223.51,1714467.0,0.0,1.0,223.82,225.66,222.29,223.51,1714467.0,TSLA
3223,343,2016-08-18,805.36,808.0,801.63,802.75,865160.0,0.0,1.0,805.36,808.0,801.63,802.75,865160.0,GOOGL
2469,208,2016-08-18,42.69,42.97,42.585,42.9,11294419.0,0.0,1.0,42.69,42.97,42.585,42.9,11294419.0,YHOO
1850,343,2016-08-18,152.31,154.3899,151.39,152.76,72730.0,0.0,1.0,151.31524801385,153.38156397697,150.40125662672,151.76230901841998,72730.0,COKE
3222,342,2016-08-19,799.79,801.23,796.88,799.65,1120763.0,0.0,1.0,799.79,801.23,796.88,799.65,1120763.0,GOOGL
1095,342,2016-08-19,223.54,225.169,222.53,225.0,1659530.0,0.0,1.0,223.54,225.169,222.53,225.0,1659530.0,TSLA
2468,207,2016-08-19,42.8,43.12,42.645,43.02,9460753.0,0.0,1.0,42.8,43.12,42.645,43.02,9460753.0,YHOO
341,341,2016-08-19,108.77,109.69,108.36,109.36,25368072.0,0.0,1.0,106.87188373062,107.77582905591998,106.46903853131,107.45158779793002,25368072.0,AAPL
1849,342,2016-08-19,152.45,155.505,150.7,151.26,30778.0,0.0,1.0,151.45433365971002,154.4893811463,149.71576308638,150.27210566985,30778.0,COKE
1094,341,2016-08-22,224.17,225.11,222.68,222.93,2065493.0,0.0,1.0,224.17,225.11,222.68,222.93,2065493.0,TSLA
2467,206,2016-08-22,42.84,42.87,42.33,42.52,6229402.0,0.0,1.0,42.84,42.87,42.33,42.52,6229402.0,YHOO
340,340,2016-08-22,108.86,109.1,107.85,108.51,25820230.0,0.0,1.0,106.96031316462,107.19612498861,105.96793840533,106.6164209213,25820230.0,AAPL
3221,341,2016-08-22,798.51,799.3,794.33,796.95,853365.0,0.0,1.0,798.51,799.3,794.33,796.95,853365.0,GOOGL
1848,341,2016-08-22,150.86,151.8369,149.3,150.04,64548.0,0.0,1.0,149.87471811023002,150.84523787771002,148.32490662771002,149.06007361301002,64548.0,COKE
1093,340,2016-08-23,224.32,228.49,222.8,224.84,4784418.0,0.0,1.0,224.32,228.49,222.8,224.84,4784418.0,TSLA
1847,340,2016-08-23,149.72,154.79,149.59,153.02,76649.0,0.0,1.0,148.74216356531,153.77905088347998,148.61301260844,152.02061093217,76649.0,COKE
3220,340,2016-08-23,800.48,801.0,795.99,796.59,917513.0,0.0,1.0,800.48,801.0,795.99,796.59,917513.0,GOOGL
2466,205,2016-08-23,42.61,42.91,42.45,42.6,8963786.0,0.0,1.0,42.61,42.91,42.45,42.6,8963786.0,YHOO
339,339,2016-08-23,108.59,109.32,108.53,108.85,21257669.0,0.0,1.0,106.69502486263,107.41228582727,106.63607190663,106.95048767195,21257669.0,AAPL
2465,204,2016-08-24,42.5,42.77,41.79,41.91,6930295.0,0.0,1.0,42.5,42.77,41.79,41.91,6930295.0,YHOO
1846,339,2016-08-24,153.36,153.971,151.03,151.71,42485.0,0.0,1.0,152.35839035784,152.96539985516,150.04360782307,150.71916667442,42485.0,COKE
1092,339,2016-08-24,227.05,227.15,222.22,222.62,2570693.0,0.0,1.0,227.05,227.15,222.22,222.62,2570693.0,TSLA
338,338,2016-08-24,108.565,108.75,107.68,108.03,23675081.0,0.0,1.0,106.67046113097,106.85223274529,105.80090503,106.14479727332,23675081.0,AAPL
3219,339,2016-08-24,796.86,798.46,790.76,793.6,1284437.0,0.0,1.0,796.86,798.46,790.76,793.6,1284437.0,GOOGL
337,337,2016-08-25,107.39,107.88,106.68,107.57,25086248.0,0.0,1.0,105.51596574268,105.99741488333,104.81835576338,105.69282461068,25086248.0,AAPL
3218,338,2016-08-25,792.0,794.72,787.23,791.3,1202680.0,0.0,1.0,792.0,794.72,787.23,791.3,1202680.0,GOOGL
1845,338,2016-08-25,151.0,153.7699,151.0,152.56,48504.0,0.0,1.0,150.01380375609,152.76561325956,150.01380375609,151.56361523861,48504.0,COKE
2464,203,2016-08-25,41.83,42.235,41.73,42.03,5360912.0,0.0,1.0,41.83,42.235,41.73,42.03,5360912.0,YHOO
